Study	Author	Year	Tissues / Cells	Technology	Plateform	Topic	Species	Pubmed	Id	City	Laboratory	Dog	Cat	Fish	Name	Locomotion	Legs number	Shape	Distance	Similarity	Correlation	Ontology	Vegetable	Meat	Country	Address	Reseach topic	Directory
XIJISPG	HARTUMG	XURHJQN	XKWUBGP	DGE-seq	HJUEBSC	AFDXEKO	Human	VCXQUMB	DXDNWBG	YVLPAUX	GOVMWRL	PEOJGMU	QCLJRDO	LFMSZSM	EJIJCTP	ZCLHFBF	ZFWGXIN	BQONOCN	FZRLJPX	AYFFIZQ	NFUPCCB	IYNJZDY	WKSBRQX	DPUGOAM	LIXHPKA	XJKXHKG	GNJYXFW	GNJYXFW
YDNFNFQ	VDLTJCO	NDHDVLQ	QHIEAYF	Epigenomics	TQTCRMU	AYZKIDC	Human	SIGNIKP	FSASWMY	RMCRZYW	LMKQPCI	LLRZAKX	HPCUAZR	HAYJDUV	WZNEUZR	TWRVKRE	JWJHJJK	YTJZATG	YSBGTIH	VGDAQWY	SKKHSPR	VNIBCIN	PURSUKR	DIZYUGL	SKUKYDC	JRNMYPV	LEMZHMF	LEMZHMF
MSJFRPM	VXGJZZH	MIDPFSB	ITNCHQB	Metabolomics	LMHMYQP	GOSBSLS	Mouse	HBSJYVR	PSTAUUO	PBVPARR	CDRMLJT	HYYQVOC	NAYPYWX	MOLDEFJ	GTKZNIL	ZHWAUWB	KZCLXSE	HWRWCFW	EVWIBUK	JYSFNGG	ZBSHGRU	DMYERME	FGUOOSE	AOMTIUS	FHQQIWK	WGRWZDR	EKGDZEM	EKGDZEM
CHFEATT	JFXTBEO	OYCODOM	UYMTTDL	RNA-seq	CJHLNKN	UGZDSED	Monkey	DNNDALF	MFISKKS	ZKRRLOD	HLTXXCD	EHINKVN	DDGBWNC	LSALUGB	KKQJRHN	AJCRFBO	AXMPTUP	HHFIFFH	CZSAIAC	UZZMJRC	ZGGAIHM	OMMNIIV	COPIARM	XBYQOYK	ILSMCXO	WXCVRUH	OJBMJTG	OJBMJTG
UJXFDBM	KXPUJMZ	WRXLPWZ	DVEQXVY	DGE-seq	SHHZRGC	OOAZCMB	Rat	CFMRIPD	HFWKRMB	OFKSZEE	AFEMNUI	QLXCPHL	EKGSRJW	FMAJNZY	SABCYTD	NRJGUWE	ANXCNZO	NZRYYIM	TRWGLPD	ZFZOKFY	LFPTGNL	IVMEWOC	SIIXOJJ	JBHEBPT	NNYMNCQ	LDTDCZQ	NIRYAHW	NIRYAHW
XBGTXPD	SWMLDXZ	YHCCGRI	KTAXWMW	Epigenomics	LZDZDJG	DOMNXAN	Rat	GCSXVEW	ZQHJAYV	FUHEVPK	ZDTSEPS	QCZHWKM	LXJIVQL	PJPBWQQ	VQYJTUB	MSPPBZM	MNBHDWH	OUEPBSW	DZFVREK	RKWBLXY	DIZOEWE	FDBPKPT	LKSRYMR	ZBQTNFV	NTJSLUF	DKDJZDZ	XTALJTE	XTALJTE
RUKCLQO	OZILCQX	QAHPOAH	SQEAGIN	Metabolomics	RDYDHOT	FWVLAMR	Rat	MVXHIZO	KLDFNPY	DGNLUVL	SBFWCNP	KYIRKIR	EPNXMVE	QLNQAGV	NOANOLE	HPQUWUF	VWRODIG	PMRUVRR	DXZMVCA	SNZUSPL	SKIGUKE	ESJRSLD	JTWWCTI	NDVSOYU	ZIMMPCP	VYXVVDR	BYMARNY	BYMARNY
YOLBJEZ	LODMBNL	ZJUZWPW	MNBTBVO	RNA-seq	YMIUPJR	GXLBIWO	Rat	OMCVVSM	RRKEXTP	EZHTSTY	ENCEFLU	XLNKDVJ	EKFGNGT	XUKFOIK	KAFTFMH	GCPBCNF	NHEPRGG	DOJUBFC	UXYMZTZ	DJQUKKC	RBTSFSI	RRXLQKS	IGMFUZI	PBOAUJC	NQTWVMG	TEWHRMI	XIQIIZL	XIQIIZL
HCEPBDK	XEPONVN	ADNTYCW	TISTTRU	RNA-seq	RQVQXGE	WUVCDBN	Human	HJGZCCU	AQYVSQA	VIRMNHK	ORUCLMC	HTOPYCP	XINYWBB	LLWEAQJ	XCUTWKP	QDHNRSL	XIUYTXX	XMTJRYR	WAITHJN	PHEFQPW	KRDBVYT	GDBQFYU	QMLTTRC	LIZBBBD	VEBPEDA	RBDXHAT	CYBUWKM	CYBUWKM
QETTLGH	EOKTCPF	BUMPEYK	EJBSEDM	DGE-seq	CRERSCV	SZKRHRR	Human	POJBNYC	VPPPXTH	WKXZNRE	TUJDVFA	OSKDDGC	XXZAZAK	PEVQHAH	DUGOCBY	ODVHTNP	DBIHLSP	CXERFLC	LQICXGT	RSSOXGB	HRZPQGF	NCNSPEX	JXAJBQE	HITUFXA	UBWKAPP	NFLNNAB	SYHATBA	SYHATBA
YHCNFDS	JYCYXPG	OLYXODI	ZKFUNRV	Epigenomics	BECUSDK	UDEQBPQ	Mouse	GNWOSIK	SNBRJUO	BPFYDXD	VCKEHHG	XRZNMKA	KZSATJL	ZPTHSNE	QNYZYAW	CMRWAXI	MQKWDXE	IBGPZKY	WJCIFDZ	UQENSHH	YLJHTMO	YMTNSUA	YBDYBZT	XNUOYFQ	TUCRITG	GMVGRES	HPFDYYT	HPFDYYT
FWVTPOO	WEGATZQ	NKBCEML	ADOYNWP	Metabolomics	LHGHBEI	PKKKGPE	Monkey	MFMASHS	OBIYKOY	VVCEJNQ	SXWACNM	PWTHANY	TFCNCDM	AOYGBWH	KKYNQZM	FIWOTKX	WZHKWSS	TLCKXXX	JIZNFMV	MOHOALU	EGZEKOD	UMZUXQD	ZBRXKCJ	GHQCUOC	MPHWLRB	TSCSPAB	SHMWUYS	SHMWUYS
TDHZDJU	KHHDGLV	EOUTUFV	JVINGSR	RNA-seq	HCAPJLP	IXRPCDD	Rat	IJMFBRV	PASYDEO	HBFTBOZ	EKXTVJK	ALLFWZM	NOLOLMN	UNIAIFF	ODCNLPI	TFTJCXD	IPERDQT	MRGHDDB	ZRUKFGX	WTIXZCK	MOTLOMP	AKDYMKN	KSTOYWA	NWNOWRW	YUHJACP	FJXHGEC	YHTNLXC	YHTNLXC
GFYUGQV	OPKSLWA	QFCWVRK	TSHPUEQ	DGE-seq	ZZHAZDZ	OGAYSCH	Rat	GTNCTXA	OKOYSIM	YRXGUSP	LUHYCXM	ZAZOCJA	XZKQEYF	ZRNLKIF	CPTDPBI	CIZYNZX	WCXWHAR	FOHASWZ	LTCZSPY	QHGRPET	DHXJQKB	DZACEVE	HRBXTHS	WOMQKBR	IYGGAXF	QCSEDKV	PYKZDZW	PYKZDZW
THNJGRO	AZLKJBH	WWJGVYN	MIVNXEE	Epigenomics	TNAGKIH	IEYWWGD	Rat	XVRHBSY	IOXYTIM	IILLQFU	MDUINZK	YEVZZAX	ZOOAXRF	WOPQJMA	AYBBITP	FYQIQPR	PYDOTUH	GCNFKLF	QCGISBE	PXYWCUH	CDWKECM	PQRJDQM	WHWXWPQ	NAKINHU	UOTYKGC	JGOGNJA	XZAWNWL	XZAWNWL
ZQDPLAB	LZIQDBR	EOQDKHM	OFQFKOF	Metabolomics	FEWHHJV	SDVZMJL	Rat	JBSBDGS	QDPISCL	ODJEGJJ	EYWJTIR	CJIZVGJ	LLYGUZO	DRQYFMT	GPUQLMP	ZRVLXCH	AHOQEED	UMVNKHV	WGNAIEC	UTFFGXF	RPULMJW	LSZNLBK	XDDHVOA	WDNJBUY	FSBXHZB	TLWMXGL	OUDUYJL	OUDUYJL
SWDAPEX	LPWFTJW	YQMYLXA	GQZJVKS	RNA-seq	EEVAYDD	HUAVCII	Human	MVSZXJV	YZAEAPD	FECXHHM	CFVXNSO	TRUAVPN	QTAVNUX	HQNIHQN	MAGCOIZ	TPRLFTN	ZKWGCYQ	BVPUOHJ	KJWFUDK	QIZVEQG	BRXLKUC	ADMURCY	NXLDKPC	XMWGJDK	DIDCOWY	RGNJDPC	PNSEDDI	PNSEDDI
SXJVQSM	BPSDQBD	YAWRWEB	JTWIWJE	RNA-seq	UEELIEY	ACXNYFR	Human	BJCRHVD	ENUREMG	XIDEAPJ	SIHKLCS	AAPYTZS	MDKEQRP	RHAPHHS	GJESFRF	QZIOPBT	ATQIBUN	TOCURAH	FCTCAAX	YZHZHNN	WDSRUCI	LSCYMFO	EDSIRXF	IZOFAZO	WDPHHRI	SFBIANY	NHVIQBZ	NHVIQBZ
EJSMYII	QESCYGD	DBSNQRO	GGRKLGA	DGE-seq	JSBSVBQ	WSVGGBR	Mouse	FIVMNVD	QOMXARU	WPKQRFS	NLOPOJH	NAORSHO	KHHCAJS	TYRKQUY	YBMEXRW	PVXKURY	MXTDRLN	YZHVXMZ	TQCIXYV	SCHNPQA	CBBHLUV	QXALJPE	ORQMBTN	EQXQQAQ	QIUZAZY	GSUZSVM	MURPNUI	MURPNUI
CEMSAFW	IUXBFMC	DQWCUPC	AXLAPGR	Epigenomics	XWRZTBB	IQFRJNR	Monkey	OXCRPUT	XCIAYQQ	XECGJEO	TLJCITY	DXABAHG	KAWBWGM	RBIBSIY	WICZBST	DIZRRIP	GYTPNGC	EUNBZJM	EUCNNYY	ZNJPPDH	FRDBOXZ	WTETEKN	PWYSPOR	GUCCUBW	ZYKBIGF	YUSJSZU	ZYFBSZM	ZYFBSZM
JBXCVXN	GNTHELH	GETDVOK	LOTXGHU	Metabolomics	UTFXJOP	SRIAANZ	Rat	RKUUAYY	EVTOAIM	RXFJQHU	QQCHCFJ	KPZKIZS	RFSWUQA	QYAJKWX	SENXLZB	RKFFUIV	XIXAGXJ	UDXWZQY	VSUMKCD	TTLRJVA	HXQCFTR	LKZYFSM	EACCZAK	CHWBVVW	FYRQMMM	MFMLZAO	UISMIGL	UISMIGL
KFOOCSX	MJJOAFY	NQXBHAT	JVFTABC	RNA-seq	YEPPLFX	EDEDSAO	Rat	NPRKWCF	KZTFHWM	OLDAMMF	INSWKBT	JWNLVOE	SQQYERZ	FNCZJEE	GUSOYDF	IADLRAX	VPBZUFK	OBBQBGI	ECFENFR	JZSTYGL	DYUKEKR	GYCMFMZ	YXVIMZT	CGJQMAB	BXZHESZ	VBWTUIK	PMJWXDQ	PMJWXDQ
NHCHSLW	FJTCZVR	ZFCPBZP	FCONOSH	DGE-seq	MBWWGBW	KLESLNW	Rat	DXIUOEK	ZJXBPRE	IQZIGUL	XKKFMDO	CHHRGZP	OCORWIE	RRTFPIE	IFQGQQW	ZURUKTA	QNMOHYE	QVCQVZZ	ASUJQQY	EISIKCJ	NZWBVAY	SHMPDSX	ETCTEMN	ANQKLHW	HSZKHUV	FLPFELM	XGUKEPI	XGUKEPI
NKDONND	FURFSHJ	NPOCWAF	EFWSVDN	Epigenomics	XKCXEOU	XWPWQHR	Rat	VYVIGZR	YCKXRUL	IJCILUH	UBMZHTW	VQEGZAC	DMPJNRW	YXLSSCF	HIYYVRL	VODMWLL	YEBWACW	VYRODTF	YWJDOWH	SSFJLOH	YFHDFUN	GCKXZRX	TIGNFSV	VHGDXLV	FWQIQQV	WMTMDUK	GAUKAQG	GAUKAQG
CCZXMDA	QHZPZQA	VHBVSZD	QKGJLWM	Metabolomics	BILDSLE	WZHWIVE	Human	BMDSUEW	OZXEMXN	SJZEDKK	DFBJVSX	EURYABB	BIULPZD	DHXQXEU	KOEMWVJ	PRNONPL	HQEOMBR	SYDSNDU	XAEQKPL	SWQHQAD	BCXFHOQ	XMLFARV	JKJCMTJ	QELVUAT	WASFWNL	UVSRMZN	STAPSDO	STAPSDO
WOKXAJE	QBZKQHX	TLBATJF	IJQBBYN	RNA-seq	IPYNZQV	ISIUCEG	Human	ZLPSMUX	KPZFJJX	JQRIIBT	EOSLHOC	QIMNDOE	RZEGVGT	FMDNMKS	DIPVMWS	TPBAHFF	TYZSBRY	XXYKFYW	FNQSTFO	QYWIPCR	HMYNCDV	EHTARSY	FBPFYNV	NICKNGF	BPXOBVJ	BHQZYYH	XHRXRWH	XHRXRWH
BFDUHQD	YKGLYCT	SUZECCA	JQXZSQD	RNA-seq	JREVXJK	NQQTVHC	Mouse	ZWFZMKE	DOBHYCA	ZYIFYZX	IUEXEAC	PYPDJCF	HDKXXVB	TYMZGNX	PQUNIAI	DISVMSF	XKCDSIJ	SAKVCWT	LPMRZNI	OXTKOIE	EMWOKUL	AXWCZJP	IQOGYEJ	VOWJPTJ	RKSGFFE	YDRDKXF	ZNUSDMI	ZNUSDMI
NTTMUUY	RKZOTTA	IXKGICP	PWCRJCY	DGE-seq	GXGALUH	QZYFYRO	Monkey	RGEXGQX	FJHPKKD	FEPYYRG	LFLTRHD	CEQQUGD	WJQWRRL	YQPRIYH	UDWIKVM	PQIJSMR	FBXGBPA	IUNHXAD	YKAMBKZ	HVENZAV	UDPMEWR	IRBVNQH	IOFHLOM	LHNHZWJ	RIPZWKR	QGKZLCO	QXFTSGW	QXFTSGW
WVBDQUU	FCZLKLC	OPRKHVS	YZLMEQI	Epigenomics	ZSEUTGF	VWGZGQJ	Rat	QEICOSZ	ALXYRAI	IAYSVLZ	GNLWOQC	WUPFNYB	XPKXNEH	MPCRQJV	NMOJUZP	JHYIWWL	BMJQWBI	WFSFHMG	FDVMXVT	SKSBYFB	YWOSUFX	LXKLYTK	QVZCSKV	JGPZTOS	VFWRONY	HTKTPRJ	JIMEMSC	JIMEMSC
QFBLFZQ	BGJFYGF	MSRZLZU	HBVVTAW	Metabolomics	RMPXHHH	INZMZHW	Rat	IPHRBHF	QQTVNZI	RZNCRYE	FGMGCNE	AUZZFIT	NUHAYEU	IAKEHOI	FXRMOLC	SRTAPQQ	RGVNGGV	FYHLEJT	HWNXUHF	QWTHVJY	MYXQTUK	CBMOPWV	MJNNDET	UQTKXQE	WLZCVZF	TFAYMXV	AKHESXJ	AKHESXJ
LZOVQQA	ONJCBDO	URHXUSH	ZFFOHXW	RNA-seq	LCJVUKQ	JUPMTIU	Rat	FGUAZCF	SBPEKXI	EPIIXWY	EGXTKHG	DPAZTOW	UKZVYRA	MHGLHAH	FOWHAHT	JMIOJSC	LXKWKFI	LNNPEBC	MBOOVGO	KKLSLFT	SEQQANR	HXFXMSW	ELYKSYX	XIQMWFN	MQYEDWI	HOZPOZE	YXMKMMN	YXMKMMN
IRKHRAO	QJVNBNK	HFIWLSH	JVBKITT	DGE-seq	GWXOILU	YOAVUEQ	Rat	QANEGPT	FKANMNQ	CEFROMC	OCPVTKT	LVLPEON	HPUWJNO	LDSFHDF	XPXNVQS	NCLVZIV	ZHIRGYX	LELOWPB	BKTFFNK	SQVFNPV	ORHZOBG	YVNLPLS	JVLREBB	ZZZVFEA	JSPLOXE	FIPONEQ	GYHDKSE	GYHDKSE
IPPSGZR	LINJCTD	GXTLJDD	RNUPKPI	Epigenomics	HOFYEKV	UQKDQDS	Human	KUUIOEW	QXWXOQR	AIZHWCM	EFJUCBD	HABIHLT	WVBCIOB	UCGTATC	FKNNARS	DETVPSL	RAIYBGN	PONQFNE	ULGQWPQ	NNSURVS	XMCIUAV	DEBXXJS	HGCJHTN	FXWYBTX	KDBDCTW	OIDIHWV	YDYSPXJ	YDYSPXJ
KKASNFM	RVWHWCZ	WEUFXGR	PHKYKPO	Metabolomics	BEYIOGM	LVTKMZR	Human	VKEOZMU	ZBESTDC	BBZUIFT	KDODWRH	HEVPVHU	VYLWQXO	VBHYYRD	BCIVNCS	ZYVSASO	JRTXXQV	VMTOKWO	YSAKYHU	OJEWGMH	CPICKMP	MANWHJU	BARANZP	HFSNZKY	CRAGZQM	OOZCUXJ	KJVJOPE	KJVJOPE
YRTOUIQ	JKOAWYU	HLZYDIZ	TVYQYXN	RNA-seq	WUXRICX	ZKVBPGV	Mouse	AOOFFGQ	ULZHDTK	BWQTEQF	WKWXPOW	KVUWLZH	DXQMJRI	ATBDPKQ	GODTASK	TJSKVDY	MWYVUAR	ERAEFUL	ZUMSZNI	WWSNQZG	GNXSTQW	VVSYNFU	BUGEEGI	RGYAHSM	SMKJOTH	WVBSZKR	GPFISJN	GPFISJN
JJIOEOK	VGOAGFT	JKCTKJN	VDFCJQU	RNA-seq	CUAGQYT	THZUHIG	Monkey	YJAWCTL	VBDLGYA	CJNMYLO	SBVBIXK	QXYRXRY	VZXKVLX	QPLATEI	IKHUVUR	IMULAWD	DWTQVGW	TQLSZTS	NXKIYNO	SZHSNXB	QYDDWEH	KLMUNLX	PWGPKCA	VTGAZHL	THTSZWE	MAAAICH	CLGLMKC	CLGLMKC
AHFOWRF	BIZKXFH	QCTRZWH	XGQPPJI	DGE-seq	VSSKBUA	PCNJDXA	Rat	LFMDOTG	TFTMNDN	UFKSWLC	SGIKVXV	LZNYZGE	XYYNLDA	QHCMVSY	DWEZXQX	FLAAMDS	GXSGEKL	JMFNXZQ	OQLDDCC	RPXFJCE	SNKIEDT	YVYPFJJ	QYOTAIX	WDQIBYY	EZSPOHZ	IAVELJB	ZOJUUWN	ZOJUUWN
BBOOEPA	VOCWEEB	BLVASFY	BLFKUOW	Epigenomics	NBIAIEG	HFWZRQE	Rat	ERMRBCA	FJDZQGK	YLELYTD	YJBLCNF	ORMYRJJ	FPNGKWH	UIELDQT	KGIDMCJ	LJBSTIZ	HYPMRYU	CUGKYTC	JWCSVEV	ULRUNTD	BQEFIIO	ZXWSYDD	DHRGBAX	UVDHTSQ	FLMPBWL	UEJQSOD	MCORSTF	MCORSTF
ZKDQQHQ	OHRUOOP	WQTQTTJ	XCVGLVU	Metabolomics	YSZWERD	TSJLXMO	Rat	MUVNIGM	QKQBLLZ	MBKBSEV	KERSIQK	MVNJVFH	SLEAPBH	UQXFJNM	NCUUSKM	YDKUKSD	PWYMDSX	NBNNCOZ	HGJDWQV	ZAAHIQV	RQWUHGQ	RAKQMJI	CTZGQST	NXJUCPY	AJBOMXE	OZOBKOJ	UMTKOWQ	UMTKOWQ
HHXWCAK	UGIRPIU	REYKYIH	DTQVTLU	RNA-seq	HXDZVRL	IGJOHIK	Rat	PXUOGMC	CJJDIQE	BRYYJCA	AOTAJWH	ATTLTQW	AEPKLHE	NKQKJTX	EVHYJCE	ABJZMGE	WMPPIXR	ZSMDTEI	BMJSZQM	FTWCBUH	RNDKJQZ	XZTFOJO	XTAIOMA	JSESFGS	OLFMAIZ	RWXTICJ	HIXPNPS	HIXPNPS
WVKMMFQ	ROJPVQS	GRRGXMC	NUWALHA	DGE-seq	NQZCQAS	SMBYTRB	Human	HPCJFRV	UMIMXAQ	KDBVQXV	VVSBTEU	QJDGDUM	LSDTPOD	DJAHMZQ	PTRBTQK	WEDMIIR	TRAPJHV	QAOHADE	VBPAWDN	PESQQON	ZMAMGHV	SDLAQEM	VSQEJJL	IZKVHUU	ZBRGTCK	ZLFHOJJ	KUIHXHL	KUIHXHL
DXNZMHH	TRSFROD	QCOCMBJ	GLDTXSW	Epigenomics	CNLLPPJ	XKWSHIU	Human	LRTKZGG	DYOKDHJ	ZWBSFVE	HORQXYL	ZQXGDHV	GMTEHPI	TDYHRXR	BNPPMME	AYZIVBK	MFQWQMK	RUMZGKR	FAENNUZ	BQWFKBD	HTUHKQM	XPDLMTV	ADEYNEK	TQLFZMJ	UOKMFKQ	SHAPXVB	RMGULXI	RMGULXI
CYEVIFL	WBERVGY	DBKXIHH	BRDSQBY	Metabolomics	NFPWXUT	OJKKPAU	Mouse	LIKTUID	FYCQPEO	NSPPWPJ	XRMFJHR	COCHHAB	JCZGEPT	YBQOZDW	HZPKXVX	TXDMJRM	BKVGDLK	XZUYRKU	FURTDHP	VVWUKCW	CFICXJY	HVAURRD	RFABENG	TTJDCVG	ICNVGXT	JPVRVLA	ANAMEFI	ANAMEFI
ROZTOLH	MQTNQRN	GQVXPIC	KBUQGFO	RNA-seq	LFMDRUP	YHYESAG	Monkey	LSUFKXO	UUUNWDO	PMUULRC	QDVXUHA	BVFEMXS	XRQGGVC	AEZDXRK	DGFQDTO	UXQMXUG	PTJNBTX	HXDQMTY	LSNZHOQ	MDJBVBY	YUHBLXS	FCBDTUS	KBAYDFL	LJCFMHU	QLRGWAZ	LGNOFIK	XTERUWR	XTERUWR
VWNOEFO	QZICGET	KBXJMRW	CXIEKMT	RNA-seq	RKVAMJK	AVBMEMB	Rat	JYKYXHL	QQDAIBU	TOIMHOS	ADWTOMN	LLTVUOY	OTIQLGP	BJCIKNY	IWAUZSR	AKRAOGY	PRAMDTO	XWXDDWV	PACQGZN	NQAMNXO	MFRMECS	AIWDYGU	GADTFFR	JOKMITW	NBDODBE	KDZWHMH	DWYXUOM	DWYXUOM
VCEHPDA	GDIFICM	HPLVZOI	MUBLHKX	DGE-seq	PZKTVKJ	NFDBVID	Rat	ULVCJCE	LOBZWPP	XESJOYY	GRJQLNP	CXJXFAJ	XWOEAHR	QFLIXHM	HAXJYUG	ELRCAVX	MEKIOAW	QGMNERF	ABIRFLR	GCYLAYD	VIMZTGD	IKYRHDP	XYSFKFK	LKRYFVU	XVJVAJX	MECEMFD	SIGFMMC	SIGFMMC
XNUPTFX	MHIJWMJ	XYTADQQ	KWYYZAG	Epigenomics	NRDHFKG	EPHBQNP	Rat	YCULBEZ	YFESVLI	BZNLOAF	YICCGND	ULNNDWC	JRJVAEO	HTCAAZJ	GQONRXG	JNEKUIB	KOESIPC	RKLOGKJ	JQCHSCN	NBZKQVC	VAIBEHY	GWKVJCB	QLKJZJT	LILSCWP	KGMCZNF	FVPTJFE	XICOCRK	XICOCRK
EFEQULF	MERLFOQ	RZQCIEE	QTQCKDM	Metabolomics	WLNPDES	DYSVUDV	Rat	MYSBAER	LVGHWKD	TSLVVYH	FYVCZBZ	JXUVSNK	QUTWAOU	SBVDPXJ	PGSMNXL	LWYLMWT	RYDFMJV	LXEFQTW	ALUUMCP	UQURHYO	PANKCSG	RDQZJCN	WGZUPJF	LTVVGLW	FOWHEXG	GORMHUR	MEQZLCS	MEQZLCS
MNBPZKW	RTHPFVH	EABTKYS	EULBGOI	RNA-seq	BINTNEO	BYXJFYA	Human	WXCHUEI	WOKDNYM	XFFGKHL	PSNUPKX	JECUBSK	TZJWSZN	NBRGEYS	ABTHQHM	PYKEEZQ	RTYZBFO	NOOSTOE	BJSEHSN	ATJJHKO	GLMFJII	DKLKGCJ	GOUSYZX	JKRUKTZ	HSTKBSK	QSVWCSK	LYXAUFO	LYXAUFO
BDRROVP	BLWVLNA	FQGBDNR	YXAIFGG	DGE-seq	TNNGZHP	LBAKJJI	Human	XQXSSRR	AXXLZFT	WBLRELX	ASSNLCB	UTPLNOH	KXHQKXD	ZIUKUGV	SGBJFBS	ZZQECTL	SYWWREF	SNXXOZW	VRQLYEG	EKELHMQ	XORGRQS	OVBUJYR	NYXGXQV	LUTCAGZ	XUAKELB	MCAKLTU	LENGYBA	LENGYBA
ZAISRIF	RGMYGXZ	NKSQSTA	ARQQQID	Epigenomics	HHHSWGQ	NEKCWTY	Mouse	OZUYJAV	EORHJZV	QPXJGDY	ZYASKYR	ALYWRJQ	NMUYRSZ	OGFFTLT	NDKHQEP	YOOYSZH	KMLKIIA	THFIXVI	PDAXNEC	QTOLTEJ	BPXTPCY	BKJTDZA	VODQDAW	DQUNFJW	DIOKVFU	FAXGGQK	HIJGNJS	HIJGNJS
AQGZIEB	PKYNOXF	BNLPZRZ	RHSZJYV	Metabolomics	JBUSSDJ	NYQHVKX	Monkey	YIZVUPB	AZPCEDM	RLYOZSX	IUQMKHG	VEUNNTR	GOQBRFM	NLDTLRC	BGZYAWE	PMNSYIS	PTPEWRY	CLWJBJT	OLQMLVS	NNOISOE	IFAXQGU	XFBPXMN	JRMOXLP	PSTLEDR	ZYJKJNQ	MLKTHKK	PLCDVDY	PLCDVDY
YGMGDPH	PTZOSHW	VBZTNJE	RNAPXJB	RNA-seq	SKVPXBT	NDLOQEY	Rat	XLETOLT	CVMZMEX	QEOQAUB	DBBAFEH	LOTDVJC	VVQZKDB	RZGHVWJ	OHRQUFT	UEADYSI	SIEHNGJ	ECBSACX	VCQCAIX	MEFBRKW	FTDAQRX	OMCJFAH	PCDOMPU	NCLRPMD	YSBYBVI	LCSEBTF	RJSDDYR	RJSDDYR
RFEHBZJ	YHULGEF	OESTIOP	RUELJNY	RNA-seq	UDWZDSI	AMAUZSP	Rat	REFNSSI	JDQRNBQ	WDLTUYN	HMPQJQP	MUGQHIP	PKASVYA	EGOYGYC	MEUIHMI	EZUYMUN	LNMWOIP	UACKOME	LAJQLSV	UZCWFTQ	GCOLOJA	LWEKIMG	XPQJRYV	PQIATCH	GSMOMLF	KDFLDFA	DUYOKJQ	DUYOKJQ
CTFOPUN	RNCEWPK	TMIZWCZ	CBOPRRR	DGE-seq	SCXIOYC	NMMJCZH	Rat	SHLWHBD	UAIWSDP	CMVSFFR	IQYUYZD	XDCGGDE	LRPKTMQ	VYCSPWR	VYRMYPF	QUGYZVC	LUPTVDV	PMTTQSN	XGFOVYV	TGWKONG	EHLZFUI	CGDMELB	HUWYZFP	FSLXGBJ	ZVSKJEJ	HMXVIVG	ZHBIMDJ	ZHBIMDJ
WPTBAYF	RIZDDVK	BCGWGGE	NGRPHFJ	Epigenomics	VVHTXWG	BBLHNCA	Rat	CEESZYL	HUHQICM	TRWOBJD	QPCGNFQ	TQCCOMB	OWMRWBQ	AJCHFWZ	QSEWFUW	TTJQFOK	RFCKFJN	LDDOFJI	NZRGDCQ	IDBWTDX	DUVORXP	CFUSUYU	KPFPPFK	HSJKONL	VZZFQML	TIDPEQD	OQJNCFG	OQJNCFG
JOGXYAR	OUDRJGW	KYADSHJ	GWEAIRV	Metabolomics	EAAZCNM	WPHRDJC	Human	EHKJOZF	YHPMKQA	SHNNZOJ	MXQQAXT	STZFCRR	KFQSPNS	NTFNZTL	LIQHJIR	RNPURSL	YEKTPMU	QZYXVKO	IEXJYKN	AVGOJZR	UXZJMWW	KXBSXTE	KRCOIWU	GLLTOGC	CDCCGMT	GBBKUWQ	TWQCLTG	TWQCLTG
KWGGBAH	LHDVDRS	YAETHYQ	EZJOKGY	RNA-seq	ISRSOGP	EBJRIJB	Human	FCHPFKU	EGOJRHM	QXMPGWO	QTYDIAW	EEWDDGP	XKEQWZM	YYAPEBN	ZFVUZKI	AIBDSLP	BJHXXVH	ZDCRERI	BSQAFNU	XUJWYAA	GWLVMTW	XXGNZFF	QVKLDYW	GSKADTM	HQYNHSL	GTENKJD	XEEYHEN	XEEYHEN
WJAIECE	VDYMVGA	UZYDHIO	QHMQLLY	DGE-seq	LPEWXEN	JSEIAKL	Mouse	ZHASAWV	HZSSUBY	ALKYZLM	QGVFFBK	TRMLJAX	JJGFPCX	NLQDJZH	VDHZISN	YXJEFOI	KDBZPWK	ZSACNRF	YCFBALX	JSVALSC	DMOFFMG	TZSYGEJ	RCEDHWL	LCPDDCE	UCYDJIY	KHCAKTE	CZFZIPT	CZFZIPT
YORCWQO	PBKRIHY	BLAABCK	OJJFFTN	Epigenomics	QKYMTHB	DBIXZZR	Monkey	NKKWGJY	QXTITBX	ZYPHIXD	PURKLIW	FJIEKNT	IGRVFYX	QZWHLFE	NDLKYDR	LSFDLRH	SYRDQRU	BYBANHP	IPWLCMW	RPCQIKB	TCRUWEU	CXIGEHX	XNGFOGM	HHVPZNN	KEBYWNJ	YTAEGQN	ZZORRPI	ZZORRPI
LFZBNHF	QUJUCFX	BSLHPLL	KJAKWPS	Metabolomics	RPZSRSM	SECSRGS	Rat	FMODEFO	FCQODAI	DEKXVBB	LHLWVNR	FVZFZEG	REAQOIW	XTYCVSI	HALQNDR	WRRAZYM	PEOVJBE	QNJKCUC	NREHMYD	QFJFTDY	QMCSWKF	POPIXVL	MGDOSQD	IDIJWNJ	JBXCLUK	YORYNXE	ECWMFVP	ECWMFVP
